sedafips,fips,stateabb,sedafipsname,subject,subgroup,gys_mn_2016_ol,gys_mn_2016_ol_se_adj,gys_mn_2016_eb,gys_mn_2016_eb_se_adj,gys_mn_2017_ol,gys_mn_2017_ol_se_adj,gys_mn_2017_eb_se_adj,gys_mn_2017_eb,gys_mn_2018_ol,gys_mn_2018_ol_se_adj,gys_mn_2018_eb,gys_mn_2018_eb_se_adj,gys_mn_2019_ol,gys_mn_2019_ol_se_adj,gys_mn_2019_eb_se_adj,gys_mn_2019_eb,gys_mn_2022_ol,gys_mn_2022_ol_se_adj,gys_mn_2022_eb,gys_mn_2022_eb_se_adj,gys_mn_2023_ol,gys_mn_2023_ol_se_adj,gys_mn_2023_eb,gys_mn_2023_eb_se_adj,gys_mn_1922_ol,gys_mn_1922_ol_se_adj,gys_mn_1922_eb,gys_mn_1922_eb_se_adj,gys_mn_1923_ol,gys_mn_1923_ol_se_adj,gys_mn_1923_eb,gys_mn_1923_eb_se_adj,gys_mn_2223_ol,gys_mn_2223_ol_se_adj,gys_mn_2223_eb,gys_mn_2223_eb_se_adj,avgasmt_2016,avgasmt_2017,avgasmt_2018,avgasmt_2019,avgasmt_2022,avgasmt_2023,tot_2016,tot_2017,tot_2018,tot_2019,tot_2022,tot_2023,cell_2016,cell_2017,cell_2018,cell_2019,cell_2022,cell_2023,flag_estasmt2022,flag_estasmt2023
4,4,AZ,Arizona,mth,all,-.1518284867449502,.0549154018096472,-.1387519714218497,.045551281661682,-.2682919385956559,.0768499808433424,.0605093206555467,-.2149201956790199,-.2121946753525155,.0505926733928747,-.1960213960847135,.0412723003090311,-.156097412109375,.065822145578295,.0561447522480919,-.1771225964904071,-.8246934661390579,.1032903098108619,-.815666382885917,.0932948218726398,,,,,-.6685960540296829,.1224803778135669,-.6385437863955099,.1088859816195235,,,,,,,,,87085,88142,,88292,83783.16666666667,,435425,440710,,441460,502699,,5,5,,5,6,,0,
4,4,AZ,Arizona,mth,blk,-1.495505513199242,.0630584461140342,-1.499017333111714,.0604941237329534,,,,,,,,,-1.642395202491863,.0733970280524049,.0689142313662422,-1.651668573104645,-2.436714532079213,.1086157851721332,-2.415637656786664,.0989016116444995,,,,,-.7943193295873496,.1310897117072294,-.7639690836820194,.1205433534902665,,,,,,,,,4464.2,,,4594.4,4812.333333333333,,22321,,,22972,28874,,5,,,5,6,,0,
4,4,AZ,Arizona,mth,hsp,-1.057483911720227,.0557956635399392,-1.024600080848663,.0450428589967624,-1.184938645437377,.0775059243064134,.0437497428276166,-1.04707730226134,,,,,-1.030452148601675,.0665215731045192,.059850719274011,-1.091320954812597,-1.782140112763257,.1037533771612912,-1.768109800773255,.0940939907647293,,,,,-.7516879641615817,.1232472432173354,-.6767888459606586,.1115158629776474,,,,,,,,,38979.8,39894.2,,40942.8,39563.33333333334,,194899,199471,,204714,237380,,5,5,,5,6,,0,
4,4,AZ,Arizona,mth,wht,1.05697792181034,.0556873565173753,1.073128920754293,.0447325682601484,.9923584274955228,.0774538810293202,.0487215948862572,1.074861330763087,,,,,1.107802706916576,.0665252288747901,.0537045129708495,1.078446693482045,.59470613628097,.1036599823627836,.5957390757981749,.0884061651074402,,,,,-.5130965706356063,.1231706053419233,-.4827076176838698,.1034399571850266,,,,,,,,,33528.2,33234.2,,31802.4,29648.66666666667,,167641,166171,,159012,177892,,5,5,,5,6,,0,
4,4,AZ,Arizona,rla,all,-.1717648674460026,.0658750514485124,-.1774559095307469,.0503931874408611,-.1588238884420958,.0967857810633345,.0655410759934848,-.1755761801279583,-.2194124109604783,.0652330118106959,-.2059489120858249,.0462602525838323,-.2800009334788598,.0874865469860243,.06530245963282,-.2363216440436915,-.3145496531679921,.1075621366786148,-.3778177853598592,.0938496570388575,,,,,-.0345487196891323,.1386488699932562,-.1414961413161677,.1143335880675808,,,,,,,,,86230.5,87590.5,,87997,82905.66666666667,,517383,525543,,527982,497434,,6,6,,6,6,,0,
4,4,AZ,Arizona,rla,blk,-1.296776934794204,.0799203912129513,-1.272938523564464,.0753647487414339,,,,,,,,,-1.461900940093235,.0915386299063839,.0827198956982183,-1.44952803501401,-1.550292876070082,.1112539066569757,-1.621071680329953,.0985827406450868,,,,,-.0883919359768468,.1440720393122031,-.1715436453159431,.1286900846896161,,,,,,,,,4462.5,,,4538,4746.666666666667,,8925,,,27228,28480,,2,,,6,6,,0,
4,4,AZ,Arizona,rla,hsp,-1.184201024071321,.0665057585382635,-1.177213503007641,.0559968709288158,-1.127322437751195,.0971807022016714,.0507405597033579,-1.182559623080929,,,,,-1.220187048883934,.0879164095500125,.0779632217621992,-1.193389018705576,-1.25008714795265,.1079811106844281,-1.317145251751782,.0967166024174815,,,,,-.0299000990687155,.139245162690875,-.1237562330462056,.1242270708449774,,,,,,,,,38636.33333333334,39481.33333333334,,40742.5,39150.33333333334,,231818,236888,,244455,234902,,6,6,,6,6,,0,
4,4,AZ,Arizona,rla,wht,1.226439349056676,.0664281969845639,1.227442767012468,.0525308876482036,1.211359609846171,.0971643943812645,.052974164550326,1.207211578356123,,,,,1.115552142504482,.0879495628782929,.0640779306833508,1.16670525647789,1.071187141601921,.1079707929467813,.9883250791382396,.0895702981473819,,,,,-.0443650009025607,.1392580975743943,-.1783801773396503,.1101309198675431,,,,,,,,,33324,33324.16666666666,,31855.33333333333,29409.5,,199944,199945,,191132,176457,,6,6,,6,6,,0,
5,5,AR,Arkansas,mth,all,-.5493891646222373,.0482927209725369,-.5415564389247471,.0414145744364963,-.6170717565024777,.067173871849403,.0553909582223841,-.6041416972714213,-.6249986974204464,.0508185161573689,-.6292093921849169,.0414934511683177,-.6329256383384143,.0762742242078348,.0617953696213264,-.6542770870984125,-1.173668956479414,.0966267968966712,-1.180244688990377,.088401361222587,-1.086120968261253,.0973327752718458,-1.092041639429176,.0891554335536617,-.5407433181409997,.1231035952237692,-.5259676018919643,.1078585572527403,-.4531953299228384,.1236585072715448,-.4377645523307638,.1084774586666637,.0875479882181613,.0117017632692302,.0882030495612006,.0116383241229623,36418.83333333334,36754.33333333334,37193.5,37340.66666666666,36217.5,35996.33333333334,218513,220526,223161,224044,217305,215978,6,6,6,6,6,6,0,0
5,5,AR,Arkansas,rla,all,-.2076482436236216,.0555879247475969,-.209063691574511,.0444953513681122,-.2517660701976103,.079683283164486,.0578488504822413,-.2552779835017676,-.3076484231387866,.0570221841992253,-.3075079437707782,.0422790732815263,-.3635307760799638,.0815885552484529,.061673257154637,-.3597379040397888,-.6621535894781667,.1172809486292844,-.6653838125606235,.0997436368896989,,,,,-.298622813398203,.1428688673536495,-.3056459085208347,.1172705578909135,,,,,,,,,36311.5,36640.33333333334,37171.33333333334,37320,,,217869,219842,223028,223920,,,6,6,6,6,,,0,
6,6,CA,California,mth,all,-.6426822383229318,.0639144809266451,-.6286210028020003,.0513568593418118,-.5975606034441689,.083442531077953,.0649185015795121,-.593117732054008,-.5646333461854516,.0552000377258812,-.560264502835123,.0442998024129618,-.5317060889267342,.0722877629136471,.0602949262208746,-.5274112736162371,-.9753500539263564,.1093948049893855,-1.001820960033549,.0978496079180192,-.8838014626544082,.1094659499496111,-.9101269595920369,.0979278671440498,-.4436439649996222,.1311211044253569,-.474409686417312,.1149348680674876,-.352095373727674,.1311804667830939,-.3827156859757999,.1150015012569983,.0915485912719483,.0039459903326124,.0916940004415122,.0039435705479768,468042.3333333333,467425.1666666667,462587,460326,424664.3333333333,421752.3333333333,2808254,2804551,2775522,2761956,2547986,2530514,6,6,6,6,6,6,0,0
6,6,CA,California,mth,blk,-2.392186633683088,.0648006507959492,-2.368399706271422,.0526584309795226,-2.421800566148695,.0842110948754508,.0462480401013311,-2.39169918171406,-2.431768455621508,.0564016152703077,-2.414949846673506,.037976499449735,-2.427595875969331,.0732384236903224,.0538038666829437,-2.438015977785403,-2.838747023482901,.1103500666075846,-2.869890736179304,.0997953569026429,-2.786516416274412,.1103998923635956,-2.813673723011827,.099893725899887,-.4111511475135692,.1324424550698965,-.4318747583939015,.1133753470969851,-.3589205403050801,.1340590564706542,-.375657745226424,.1134619431536307,.052230607208489,.0207563656949019,.0562170131674776,.0205026231524564,26321.16666666667,25611.66666666667,24900,24305.66666666667,21402.16666666667,21044.5,157927,153670,149400,145834,128413,126267,6,6,6,6,6,6,0,0
6,6,CA,California,mth,ecd,-1.771166571691303,.0639791793333309,-1.745814817475734,.0508900405753961,-1.746779163965786,.0834955450805576,.0515802673933203,-1.717877153635031,-1.676921325234748,.0552801589930998,-1.678439332957641,.0407487146554179,-1.629689138548536,.0723496219580965,.0531226851217779,-1.645644438814538,-2.062333705203453,.1094517767364486,-2.079699198670216,.0970549710580259,-1.948312811196031,.1094524936114864,-1.965527601079228,.0970379686264149,-.4326445666549175,.1312027409326683,-.4340547598556777,.1106421577953983,-.3186236726474956,.1312983331937287,-.3198831622646896,.1106272436142592,.1140208940074219,.0050092984744877,.1141715975909881,.0050055876673833,284713.5,289982.3333333333,292256.5,291701.6666666667,255728.1666666667,265621.8333333333,1708281,1739894,1753539,1750210,1534369,1593731,6,6,6,6,6,6,0,0
6,6,CA,California,mth,hsp,-1.677809819696546,.0639830459402671,-1.646434432561966,.0474590107053279,-1.638849696030816,.0834990681614104,.0437604311814241,-1.614753900451105,-1.588030008930846,.0552860579493468,-1.583071108103697,.0352249202075979,-1.542235274098368,.072354333972457,.0533921937459018,-1.551398943165451,-1.968654398894711,.1094508758174948,-2.01813905717025,.0937924604776368,-1.89302709087394,.1094550422403747,-1.942242862995022,.0939370796065053,-.4264191247963427,.1312045878077993,-.4667401140047986,.1079247515422157,-.3507918167755713,.1313015522891563,-.390843919829571,.1080504570929657,.0756273080207714,.00504517311175,.0758961941752274,.0050316821492564,254893.6666666667,256566.6666666667,255065.3333333333,254977.3333333333,238788.1666666667,237027.6666666667,1529362,1539400,1530392,1529864,1432729,1422166,6,6,6,6,6,6,0,0
6,6,CA,California,mth,nec,1.08920854239728,.0640128627597552,1.08542225347806,.0444474503271081,1.244223940741572,.0835233351688029,.0546332791129584,1.18013019868541,1.285837541714298,.0553318843466057,1.237754254201787,.0413822385948354,1.294488294998799,.0723935586468419,.0516054288531855,1.272025033820587,.8139795862398058,.109465883351379,.8315360452564953,.0866548757867779,1.077152345473626,.1094764980023177,1.094717284032642,.0865663735570161,-.4805087087589932,.1312387402844581,-.4404889885640912,.1008572644123521,-.2173359495251725,.1313660666491513,-.1773077497879445,.1007812349494391,.2631727592338207,.0057824316180832,.2631812387761465,.0057781713248407,183328.8333333333,177442.8333333333,170330.5,168624.3333333333,168936.5,156130.3333333333,1099973,1064657,1021983,1011746,1013619,936782,6,6,6,6,6,6,0,0
6,6,CA,California,mth,wht,.6940601764120355,.0640608524023765,.6915340501533755,.0461261305099944,.719478700351126,.0835623871244021,.0469971469394451,.7081143443652698,.7067251205587626,.0553927026053857,.72467843126676,.0342961221235757,.7114058081537316,.0724423096312879,.049868188228035,.7412506049758933,.474508304761911,.1095135958712818,.4194566753260265,.0928341031282215,.5454155523711339,.1095236653067144,.4912282825359533,.0929280890138008,-.2368975033918206,.1313054298396445,-.3217939296498669,.1053802965490608,-.1659902557825976,.1315117110029295,-.25002232243994,.1054631021964726,.070907247609223,.0073630310025322,.0717716072099269,.0073345350256169,110602.5,108867.1666666667,105696.8333333333,102599.8333333333,87036,85400.33333333333,663615,653203,634181,615599,522216,512402,6,6,6,6,6,6,0,0
6,6,CA,California,rla,all,-.3435302734375005,.0705252912194537,-.3315158426372866,.0540319883261858,-.207059972426471,.089344325117935,.0641084285855697,-.2557722642137197,-.2535300759708186,.0592149630380392,-.2548641644891747,.0441338004624208,-.3000001795151661,.0777382721676147,.0606735424820079,-.2539560647646315,-.4144598915597868,.1167043900110459,-.4817127113015811,.0965382559006202,-.4875649949148491,.11677430863709,-.5547135964808767,.0966462437022747,-.1144597120446207,.1402253672038567,-.2277566465369496,.1140215488828741,-.1875648153996829,.1402835632470051,-.3007575317162452,.114112993033552,-.0731051033550623,.0040403601101927,-.0730008851792958,.0040392010877015,466188.5,465235.1666666667,461163.8333333333,458681.3333333333,423538.6666666667,419566.8333333333,2797131,2791411,2766983,2752088,2541232,2517401,6,6,6,6,6,6,0,0
6,6,CA,California,rla,blk,-2.041966761176066,.0714207870453365,-2.014582614400758,.0554678363983043,-1.930921599356121,.0900928249492462,.0465297361842951,-2.025601530374178,-2.024653157182042,.0603669030660066,-2.036631982399778,.0401673711516446,-2.095870158802768,.0786343517647542,.0571952900563006,-2.047663842360811,-2.126432447879296,.1174726678451941,-2.209790701438458,.1001577833440565,-2.263930148560788,.1175466125234067,-2.345039539584794,.1002564327742332,-.0305622890765282,.1413619077691384,-.1621268590776475,.1153381236583087,-.1680599897580204,.1426898506510712,-.2973756972239832,.1154237996135922,-.1374977006814921,.0194217535432467,-.1352488381463356,.019319036072054,26359.5,25642.66666666667,24949.66666666667,24366.83333333333,21488.5,21112.66666666667,158157,153856,149698,146201,128931,126676,6,6,6,6,6,6,0,0
6,6,CA,California,rla,ecd,-1.537195489378624,.0705914790487141,-1.527548316325795,.0571348181717617,-1.390997064166665,.0893967294645371,.0538078957288134,-1.451346013817324,-1.387842934006858,.0592934517742305,-1.419488994703146,.0432430201583189,-1.420626497803976,.0777993703372429,.0569465371656095,-1.412778249137262,-1.546128346311715,.1167563052879292,-1.606292969367747,.1016751737453253,-1.604947570348735,.1167578407551498,-1.664985026331961,.1016822131556901,-.1255018485077386,.1403024477668141,-.1935147202304845,.1165364709063057,-.1843210725447593,.1403900842508189,-.252206777194699,.1165426126676133,-.0588192240370207,.0049597284797098,-.0586920569642145,.0049579065849628,283587.5,288445.5,291258.6666666667,290546.5,255321.6666666667,264504.1666666667,1701525,1730673,1747552,1743279,1531930,1587025,6,6,6,6,6,6,0,0
6,6,CA,California,rla,hsp,-1.38470579041012,.0705972974167726,-1.350530632896203,.0566327813549846,-1.228906772931629,.0894018335826573,.0454809828994717,-1.318880833508027,-1.24835587529832,.0593016896760873,-1.287336894152528,.0421115679513317,-1.278013032902241,.0778057205228962,.0517418504150508,-1.255842293750812,-1.410591481424325,.1167577797633167,-1.472167972187543,.1013133183085557,-1.505376008001367,.1167619628547366,-1.566770521238506,.1013770026071859,-.132578448522084,.1403071961139064,-.2163256784367311,.11376118648759,-.2273629750991262,.1403994839399192,-.3109282274876941,.1138179060692599,-.0947845265770422,.0050897749704124,-.0946025490509629,.0050860884105716,253904.1666666667,255307.6666666667,254271,253830.5,238095.1666666667,235769.3333333333,1523425,1531846,1525626,1522983,1428571,1414616,6,6,6,6,6,6,0,0
6,6,CA,California,rla,nec,1.555715982079083,.0706366905755925,1.419851417332488,.0516734640949684,1.762908885886455,.0894340883206716,.0497837127910337,1.66170308517433,1.714810291898784,.0593657350615325,1.703154072612509,.0553285411205101,1.645684200628339,.0778583520030967,.0407947556771198,1.710727616249617,1.388525829092496,.1167838001446359,1.415370786437599,.1014810638367225,1.508719086138841,.116794735655937,1.535648794685743,.1014710746503698,-.2571583715358434,.1403580384333593,-.2953568298120182,.1093737555732125,-.1369651144894979,.1404991669381788,-.1750788215638739,.1093644872957252,.1201932570463455,.0062957888673202,.1202780082481445,.0062932369520299,182601,176789.6666666667,169905.1666666667,168134.8333333333,168217.1666666667,155062,1095606,1060738,1019431,1008809,1009303,930372,6,6,6,6,6,6,0,0
6,6,CA,California,rla,wht,1.130054419582806,.0707020175978601,1.130637232985229,.0495278559491417,1.229690252819228,.0894857082709956,.0452268968706697,1.129019369206669,1.121783015346293,.05944697483703,1.127262896540937,.0373713999509763,1.062479593923004,.0779258372653175,.0507150305470685,1.125519464938921,.9724318479211913,.1168453332309327,.8912493639100862,.0922164198430993,.9092190813060972,.1168561559285118,.8287170039367551,.092437638820737,-.0900477460018125,.1404466731943069,-.2342701010288346,.1052420182820001,-.1532605126169067,.1406898425327294,-.2968024610021658,.1054359113117685,-.0632127666150941,.0082682392645445,-.0625323599733314,.0082531537342645,110516.8333333333,108666.3333333333,105600.8333333333,102561.8333333333,86979.66666666667,85005.33333333333,663101,651998,633605,615371,521878,510032,6,6,6,6,6,6,0,0
8,8,CO,Colorado,mth,all,.2768298823659014,.0575957497460004,.277460494285072,.0470838886711293,.2609766518197407,.0832033606330284,.0638668709156443,.2664249553382287,.2658542540015238,.0555462375116791,.2669621018874953,.0441249079889662,.270731856183307,.0736120831534176,.060901993560009,.2674992484367626,-.4016479615241231,.0948741866871834,-.3897165202820849,.0870626973736188,,,,,-.67237981770743,.1200826802071813,-.6572157687188476,.1062495463216371,,,,,,,,,64864.5,65739,65934,64834.66666666666,56678,,129729,131478,197802,194504,226712,,2,2,3,3,4,,0,
8,8,CO,Colorado,rla,all,.5694115133846509,.0718501676943979,.5700439669457422,.0541856193522817,.6270590389476105,.0989075990019103,.0665737152132771,.589821844906667,.5758821375229779,.0622632542266345,.5707684546265384,.0447787713439126,.5247052360983453,.0756580343865699,.0599040390539996,.5517150643464079,.2500569069959813,.1017175531509743,.2233504571834226,.0895538062230293,,,,,-.274648329102364,.1267698654501955,-.3283646071629853,.1077421834938154,,,,,,,,,64771.5,65652.5,65812.33333333333,64745.33333333334,56033.75,,129543,131305,197437,194236,224135,,2,2,3,3,4,,0,
9,9,CT,Connecticut,mth,all,.1182932039586513,.0529940500961175,.1309144600539005,.0442471035390259,.0792682926829276,.0762086816709192,.0601866769699122,.1405593266978817,.2396342579911401,.0522468110681412,.2626447371941278,.0423257918605136,.4000002232993527,.0714923345900849,.0595269228315854,.3847301476903739,-.3671963604302242,.1054373046341528,-.3481280988583251,.0949527002639506,-.173719023777867,.1062385659535897,-.1540073990435955,.0958155997855771,-.7671965837295769,.1273898705300221,-.732858246548699,.112069040458162,-.5737192470772197,.1280538433668271,-.5387375467339695,.1128010802433532,.1934773366523572,.0130233516177705,.1941206998147297,.0129360299443659,39178.66666666666,39082,38836.16666666666,38336.83333333334,36577.66666666666,36449.83333333334,235072,234492,233017,230021,219466,218699,6,6,6,6,6,6,0,0
9,9,CT,Connecticut,mth,blk,-2.090193509543761,.0579652486941059,-2.040869199359218,.0484833872235053,-2.089642219650471,.0797647130516822,.0440070420320231,-1.957068737523398,-1.859403844021536,.0571939152884388,-1.871849838977211,.0381700437001559,-1.677041340103006,.0751890576304983,.0545266294451004,-1.786929034653589,-2.645200042875923,.1094858868313165,-2.621853358918736,.0994432236433415,-2.448826128816719,.1094443023733756,-2.418957535635882,.0996122875139603,-.968158702772917,.1328177465649912,-.8349243242651476,.1134112342196439,-.7717847887137128,.1391823197205976,-.6320285009822935,.1135595048527739,.1963739140592042,.0416072628299967,.2028958232828541,.0396671921776271,4922.666666666667,4929.5,4913,4872.5,4594.166666666667,4521.833333333333,29536,29577,29478,29235,27565,27131,6,6,6,6,6,6,0,0
9,9,CT,Connecticut,mth,ecd,-1.767045804380116,.0544795361788721,-1.68603979663463,.0450714772593449,-1.81101174411382,.0773230689297391,.047212322189879,-1.655615781930416,-1.476019133295205,.0536310620569784,-1.499761404504332,.0398407993003984,-1.268337842265333,.0724934593407736,.0527250652262974,-1.390934673937716,-2.246507834426786,.1065057115632539,-2.197226811654792,.0953159873428595,-2.06268445189066,.1064901084133181,-2.011814291828904,.0950034611078916,-.9781699921614528,.1288362070335332,-.8062921377170764,.1089269018482645,-.7943466096253267,.1305692445073969,-.6208796178911884,.1086535325039917,.1838233825361262,.0212028151066075,.185412519825888,.0209268066510701,15433.5,14540.83333333333,16420,17052,15447.5,15883.16666666667,92601,87245,98520,102312,92685,95299,6,6,6,6,6,6,0,0
